RC	29	e-B	NA	\qitem{Der Stylist der Schauspielerin, die große finanzielle Probleme hatte, trug eine Perücke.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Schauspielerin Schulden hatte?}	2	1
RC	20	d-A	NA	\qitem{Der Retter des Verunglückten, der eine schöne Wohnung hatte, bekam eine Auszeichnung.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Retter eine helle Dachterassenwohnung hatte?}	2	2
filler	7	-	N	\qitem{Dass man sich bei Hans und Sophie entschuldigt, nachdem man ihnen den Parkplatz weggenommen hat, hilft nicht.}{Wurde hier gesagt oder möglicherweise gemeint, dass Hans und Sophie einen Parkplatzdiebstahl sofort vergeben?}	2	2
filler	69	-	Y	\qitem{Alfons, dem niemand zugetraut hätte vor Publikum aufzutreten, legte eine beeindruckende Show hin.}{Wurde hier gesagt oder möglicherweise gemeint, dass Alfons aufgetreten ist?}	1	1
RC	34	c-A	NA	\qitem{Die Cousine des Schriftstellers, die eine tragische Vergangenheit hatte, fährt einen BMW.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Cousine eine schlimme Vergangenheit hatte?}	1	1
filler	3	-	Y	\qitem{Es ist unnötig, dass man sich vor Lisa und Susi, wenn man ihnen einen schlechten Rat gegeben hat, fürchtet.}{Wurde hier gesagt oder möglicherweise gemeint, dass Lisa und Susi ungefährlich sind?}	1	1
RC	36	b-A	NA	\qitem{Die Visagistin des Bürgermeisters, der beeindruckend viel Ehrgeiz hatte, schrieb Gedichte.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Visagistin ehrgeizig war?}	2	2
filler	37	-	N	\qitem{Der Linguist, der keine Versuche macht, ist kaum berühmt.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Linguist berühmt ist?}	2	2
filler	17	-	N	\qitem{Der Kutscher, der Bauern eigentlich mochte, auch wenn er einige von ihnen störte, wurde ganz traurig.}{Wurde hier gesagt oder möglicherweise gemeint, dass alle Bauern den Kutscher mochten?}	2	2
RC	16	f-A	NA	\qitem{Der Manager der Künstlerin, der kristallklare blaue Augen hat, ist noch recht unerfahren.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Manager kristallklare blaue Augen hat?}	1	1
